Item,Cat,Type,Tags
{{ModId}}_DriedLemongrass,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedLentils,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedbeans"
{{ModId}}_DriedLilac,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedLinden,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedLiverwort,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedLuckyClover,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmythicherb"
{{ModId}}_DriedLuminushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedMagmaCap,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedMandragoraFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmythicflower"
{{ModId}}_DriedMarjoram,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedMatsutakeMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedMimosaFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedMintFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedMorel,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedMosshroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedMugwort,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedNettleBlossom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedNigella,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedOpuntiaFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedOregano,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedOsmanthus,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedParsley,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedPassionFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedPeppermint,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedPeriwinkle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedPoinsettia,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedPoppyFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedPortobello,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedPsilocybinMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedPuffballMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedPurpleMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedRadioactiveMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedRainbowEucalyptus,-81,Greens,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedRedMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedRose,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedRosemary,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedRowanberries,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedspice"
{{ModId}}_DriedRoyalPoinciana,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedSage,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedSakuraBlossom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedSavory,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedSeaSponge,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_DriedSeaweed,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedseaweed"
{{ModId}}_DriedShisoLeaf,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedSpearmint,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedSquashFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedStoneFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedlichen"
{{ModId}}_DriedSumac,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedspice"
{{ModId}}_DriedSummerSpangle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedSunflower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedSweetPea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedTarragon,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedThunderCap,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedThyme,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedTobaccoLeaf,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedTopinamburFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedTruffle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedTulip,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedUnluckyClover,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmythicherb"
{{ModId}}_DriedVanillaOrchid,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedViolet,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedVoidMushroom,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedWaldmeister,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWhiteTruffle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedmushroom"
{{ModId}}_DriedWildDaisy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWildViolet,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWintergreen,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedWisteria,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWitchHazel,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWolfsbane,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedWoodruff,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedWormwood,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedherb"
{{ModId}}_DriedYarrowFlower,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_driedflower"
{{ModId}}_DriedYarrowLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_herb"
{{ModId}}_DryVermouth,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spirit"
{{ModId}}_DryadCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccider"
{{ModId}}_DryadHoney,-26,Artisan Goods,"mythic_honey_item, raffadax_object, raffadax_artisan_object, category_mythichoney"
{{ModId}}_DryadHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythichoneyjelly"
{{ModId}}_DryadMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmead"
{{ModId}}_DryadMidus,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicmeadbalsam"
{{ModId}}_DryadNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_DryadWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedwine"
{{ModId}}_DryadsSaddleKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomkombucha"
{{ModId}}_Duqqa,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_spicemix"
{{ModId}}_DurianBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_DurianCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_DurianJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_DurianJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_DurianJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_DurianLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_DurianPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_DurianPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_DurianWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_DystopiaJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjam"
{{ModId}}_DystopiaJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicjelly"
{{ModId}}_EagleFeather,-18,Basic,"raffadax_object, raffadax_artisan_object, forage_item, category_feather"
{{ModId}}_EarlGreyKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_infusedteakombucha"
{{ModId}}_EarlGreyTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_infusedtea"
{{ModId}}_EarlGreyTeaLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_tealeaf"
{{ModId}}_EaudeBergamot,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cologne"
{{ModId}}_EaudeVie,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spirit"
{{ModId}}_EbonyExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_EbonyKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_EbonyPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_pigment"
{{ModId}}_EbonyTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_Edamame,-75,Vegetable,"raffadax_object, raffadax_artisan_object"
{{ModId}}_EggplantJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_ElderberryBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_ElderberryCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_ElderberryJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_ElderberryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_ElderberryJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_ElderberryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_ElderberryPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_ElderberryPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_ElderberrySoda,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sodapop"
{{ModId}}_ElderberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_ElderflowerBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_ElderflowerBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_ElderflowerFlorets,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_ElderflowerHoney,-26,ArtisanGoods,"honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_ElderflowerHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_ElderflowerJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_ElderflowerJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_ElderflowerKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_ElderflowerLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_ElderflowerMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_ElderflowerNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_ElderflowerPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_ElderflowerPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_ElderflowerPreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_ElderflowerPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_ElderflowerSoda,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sodapop"
{{ModId}}_ElderflowerTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_ElderflowerWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_ElderflowerWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_ElysianWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedwine"
{{ModId}}_Emmental,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cheese"
{{ModId}}_EnchantedFabric,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccloth"
{{ModId}}_EnchantedForest,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_ErbeItaliane,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_spicemix"
{{ModId}}_ErgotFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_ErgotKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomkombucha"
{{ModId}}_ErgotPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroompowder"
{{ModId}}_ErgotTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomtea"
{{ModId}}_EssencedeChien,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cologne"
{{ModId}}_Ethanol,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_resource"
{{ModId}}_EucalyptusExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_EucalyptusKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_EucalyptusTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_EvaporatedMilk,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bakingcomponent"
{{ModId}}_ExtraVirginMayonnaise,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mayonnaise"
{{ModId}}_ExtraVirginOliveOil,-26,ArtisanGoods,"oil_item, raffadax_object, raffadax_artisan_object"
{{ModId}}_ExtractofErgot,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mushroomextract"
{{ModId}}_FabricofChaos,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanecloth"
{{ModId}}_FairyRoseBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_FairyRoseBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_FairyRoseHoney,-26,Artisan Goods,"honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_FairyRoseHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_FairyRoseJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_FairyRoseJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_FairyRoseKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_FairyRoseLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_FairyRoseMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_FairyRoseNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_FairyRosePetals,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_FairyRosePortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_FairyRosePortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_FairyRosePreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_FairyRosePuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_FairyRoseTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_FairyRoseWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_FairyRoseWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_FairyTonic,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcaneelixir"
{{ModId}}_FairysWish,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_FanSeashell,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
