Output,Machine,Time,Makes,Chance,Input,Fuels
Witch Hazel Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Witch Hazel Honey,
Yarrow Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Yarrow Honey,
Artemisia Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Artemisia Honey,
Clematis Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Clematis Honey,
Dogwood Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Dogwood Honey,
Foxglove Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Foxglove Honey,
Heliconia Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Heliconia Honey,
Indigo Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Indigo Honey,
Jacaranda Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Jacaranda Honey,
Passion Flower Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Passion Flower Honey,
Periwinkle Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Periwinkle Honey,
Poinsettia Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Poinsettia Honey,
Poinciana Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Royal Poinciana Honey,
Wisteria Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Wisteria Honey,
Wolfsbane Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Wolfsbane Honey,
Blue Jazz Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Blue Jazz Honey,
Crocus Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Crocus Honey,
Daffodil Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Daffodil Honey,
Dandelion Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Dandelion Honey,
Fairy Rose Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Fairy Rose Honey,
Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Honey,
Poppy Flower Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Poppy Flower Honey,
Summer Spangle Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Summer Spangle Honey,
Sunflower Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Sunflower Honey,
Sweet Pea Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Sweet Pea Honey,
Tulip Honey Jelly,Deluxe Preserves Jar,4000,1,1,1 Tulip Honey,
Dystopia Jelly,Deluxe Preserves Jar,7200,1,1,1 Apple of Discord,
Harmonic Jelly,Deluxe Preserves Jar,7200,1,1,1 Apple of Idunn,
Dragon Berry Jelly,Deluxe Preserves Jar,5000,1,1,1 Dragon Berry,
Infernal Jelly,Deluxe Preserves Jar,7200,1,1,1 Fruit of the Netherworld,
Hesperidium Jelly,Deluxe Preserves Jar,7200,1,1,1 Hesperidium,
Moonberry Jelly,Deluxe Preserves Jar,5000,1,1,1 Moonberry,
Polar Berry Jelly,Deluxe Preserves Jar,5000,1,1,1 Polar Berry,
Summer Starberry Jelly,Deluxe Preserves Jar,5000,1,1,1 Summer Starberry,
Sunberry Jelly,Deluxe Preserves Jar,5000,1,1,1 Sunberry,
Vakkhic Jelly,Deluxe Preserves Jar,7200,1,1,1 Vakkhic Grape,
Winter Starberry Jelly,Deluxe Preserves Jar,5000,1,1,1 Winter Starberry,
Yateveo Jelly,Deluxe Preserves Jar,7200,1,1,1 Yateveo,
Zaminkand Jelly,Deluxe Preserves Jar,5000,1,1,1 Zaminkand,
Ancient Fruit Jelly,Deluxe Preserves Jar,5000,1,1,1 Ancient Fruit,
Stardrop Jelly,Deluxe Preserves Jar,5000,1,1,1 Stardrop ,
Sweet Gem Jelly,Deluxe Preserves Jar,4000,1,1,1 Sweet Gem Berry,
Dystopia Jam,Deluxe Preserves Jar,7200,1,1,1 Dystopia Jelly,1 Apple of Discord
Harmonic Jam,Deluxe Preserves Jar,7200,1,1,1 Harmonic Jelly,1 Apple of Idunn
Dragon Berry Jam,Deluxe Preserves Jar,5000,1,1,1 Dragon Berry Jelly,1 Dragon Berry
Infernal Jam,Deluxe Preserves Jar,7200,1,1,1 Infernal Jelly,1 Fruit of the Netherworld
Hesperidium Jam,Deluxe Preserves Jar,7200,1,1,1 Hesperidium Jelly,1 Hesperidium
Moonberry Jam,Deluxe Preserves Jar,5000,1,1,1 Moonberry Jelly,1 Moonberry
Polar Berry Jam,Deluxe Preserves Jar,5000,1,1,1 Polar Berry Jelly,1 Polar Berry
Summer Starberry Jam,Deluxe Preserves Jar,5000,1,1,1 Summer Starberry Jelly,1 Summer Starberry
Sunberry Jam,Deluxe Preserves Jar,5000,1,1,1 Sunberry Jelly,1 Sunberry
Vakkhic Jam,Deluxe Preserves Jar,7200,1,1,1 Vakkhic Jelly,1 Vakkhic Grape
Winter Starberry Jam,Deluxe Preserves Jar,5000,1,1,1 Winter Starberry Jelly,1 Winter Starberry
Yateveo Jam,Deluxe Preserves Jar,7200,1,1,1 Yateveo Jelly,1 Yateveo
Zaminkand Jam,Deluxe Preserves Jar,5000,1,1,1 Zaminkand Jelly,1 Zaminkand
Ancient Fruit Jam,Deluxe Preserves Jar,4000,1,1,1 Ancient Fruit Jelly,1 Ancient Fruit
Stardrop Jam,Deluxe Preserves Jar,4000,1,1,1 Stardrop Jelly,1 Stardrop 
Sweet Gem Jam,Deluxe Preserves Jar,4000,1,1,1 Sweet Gem Jelly,1 Sweet Gem Berry
Preserves of Discord,Deluxe Preserves Jar,7200,1,1,1 Dystopia Jam,1 Apple of Discord
Harmonic Compote,Deluxe Preserves Jar,7200,1,1,1 Harmonic Jam,1 Apple of Idunn
Dragon Berry Compote,Deluxe Preserves Jar,5000,1,1,1 Dragon Berry Jam,1 Dragon Berry
Infernal Compote,Deluxe Preserves Jar,7200,1,1,1 Infernal Jam,1 Fruit of the Netherworld
Hesperidium Compote,Deluxe Preserves Jar,7200,1,1,1 Hesperidium Jam,1 Hesperidium
Moonberry Compote,Deluxe Preserves Jar,5000,1,1,1 Moonberry Jam,1 Moonberry
Polar Berry Compote,Deluxe Preserves Jar,5000,1,1,1 Polar Berry Jam,1 Polar Berry
Summer Starberry Compote,Deluxe Preserves Jar,5000,1,1,1 Summer Starberry Jam,1 Summer Starberry
Sunberry Compote,Deluxe Preserves Jar,5000,1,1,1 Sunberry Jam,1 Sunberry
Vakkhic Compote,Deluxe Preserves Jar,7200,1,1,1 Vakkhic Jam,1 Vakkhic Grape
Winter Starberry Compote,Deluxe Preserves Jar,5000,1,1,1 Winter Starberry Jam,1 Winter Starberry
Yateveo Compote,Deluxe Preserves Jar,7200,1,1,1 Yateveo Jam,1 Yateveo
Zaminkand Compote,Deluxe Preserves Jar,5000,1,1,1 Zaminkand Jam,1 Zaminkand
Ancient Fruit Compote,Deluxe Preserves Jar,4000,1,1,1 Ancient Fruit Jam,1 Ancient Fruit
Stardrop Compote,Deluxe Preserves Jar,4000,1,1,1 Stardrop Jam,1 Stardrop 
Sweet Gem Preserves,Deluxe Preserves Jar,4000,1,1,1 Sweet Gem Jam,1 Sweet Gem Berry
Bifrost Jelly,Deluxe Preserves Jar,7200,1,1,1 Bifrost,
Cintamani Jelly,Deluxe Preserves Jar,7200,1,1,1 Cintamani Flower,
Fern Flower Jelly,Deluxe Preserves Jar,5000,1,1,1 Fern Flower,
Mandragora Flower Jelly,Deluxe Preserves Jar,5000,1,1,1 Mandragora Flower,
Forest Rose Jelly,Deluxe Preserves Jar,5000,1,1,1 Rose of Avalon,
Bifrost Jam,Deluxe Preserves Jar,7200,1,1,1 Bifrost Jelly,1 Bifrost
Cintamani Jam,Deluxe Preserves Jar,7200,1,1,1 Cintamani Jelly,1 Cintamani Flower
Fern Flower Jam,Deluxe Preserves Jar,5000,1,1,1 Fern Flower Jelly,1 Fern Flower
Mandragora Flower Jam,Deluxe Preserves Jar,5000,1,1,1 Mandragora Flower Jelly,1 Mandragora Flower
Forest Rose Jam,Deluxe Preserves Jar,5000,1,1,1 Forest Rose Jelly,1 Rose of Avalon
Bifrost Preserves,Deluxe Preserves Jar,7200,1,1,1 Bifrost Jam,1 Bifrost
Cintamani Flower Preserves,Deluxe Preserves Jar,7200,1,1,1 Cintamani Jam,1 Cintamani Flower
Fern Flower Preserves,Deluxe Preserves Jar,5000,1,1,1 Fern Flower Jam,1 Fern Flower
Mandragora Preserves,Deluxe Preserves Jar,5000,1,1,1 Mandragora Flower Jam,1 Mandragora Flower
Forest Rose Preserves,Deluxe Preserves Jar,5000,1,1,1 Forest Rose Jam,1 Rose of Avalon
Honey Jelly of Strife,Deluxe Preserves Jar,7200,1,1,1 Honey of Strife,
Harmonic Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Harmonic Honey,
Bifrost Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Bifrost Honey,
Cintamani Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Cintamani Honey,
Rainforest Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Rainforest Honey,
Dragon Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Dragon Honey,
Fern Flower Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Fern Flower Honey,
Infernal Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Infernal Honey,
Dryad Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Dryad Honey,
Mandrake Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Mandrake Honey,
Lunar Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Lunar Honey,
Polar Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Polar Honey,
Forest Rose Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Forest Rose Honey,
Astral Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Astral Honey,
Solar Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Solar Honey,
Maenad Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Maenad Honey,
Stellar Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Stellar Honey,
Yateveo Honey Jelly,Deluxe Preserves Jar,7200,1,1,1 Yateveo Honey,
Corpse Flower Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Corpse Flower Honey,
Ancient Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Ancient Honey,
Stardrop Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Stardrop Honey,
Sweet Gem Honey Jelly,Deluxe Preserves Jar,5000,1,1,1 Sweet Gem Honey,
Pickled Adzuki Beans,Deluxe Preserves Jar,4000,1,1,1 Adzuki Beans,
Pickled Agave,Deluxe Preserves Jar,4000,1,1,1 Agave,
Pickled Aloe,Deluxe Preserves Jar,4000,1,1,1 Aloe,
Pickled Asparagus,Deluxe Preserves Jar,4000,1,1,1 Asparagus,
Pickled Purple Asparagus,Deluxe Preserves Jar,4000,1,1,1 Purple Asparagus,
Pickled White Asparagus,Deluxe Preserves Jar,4000,1,1,1 White Asparagus,
Pickled Avocado,Deluxe Preserves Jar,4000,1,1,1 Avocado,
Pickled Baby Corn,Deluxe Preserves Jar,4000,1,1,1 Baby Corn,
Pickled Black Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Black Bell Pepper,
Pickled Green Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Green Bell Pepper,
Pickled Ivory Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Ivory Bell Pepper,
Pickled Orange Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Orange Bell Pepper,
Pickled Purple Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Purple Bell Pepper,
Pickled Red Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Red Bell Pepper,
Pickled White Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 White Bell Pepper,
Pickled Yellow Bell Pepper,Deluxe Preserves Jar,4000,1,1,1 Yellow Bell Pepper,
Pickled Black Beans,Deluxe Preserves Jar,4000,1,1,1 Black Beans,
Pickled Black Garlic,Deluxe Preserves Jar,4000,1,1,1 Black Garlic,
Pickled Broccoli,Deluxe Preserves Jar,4000,1,1,1 Broccoli,
Pickled Brussels Sprouts,Deluxe Preserves Jar,4000,1,1,1 Brussels Sprouts,
Pickled Cabbage,Deluxe Preserves Jar,4000,1,1,1 Green Cabbage,
Pickled Capers,Deluxe Preserves Jar,4000,1,1,1 Capers,
Pickled Caper Berries,Deluxe Preserves Jar,4000,1,1,1 Caper Berries,
Pickled Caraway Root,Deluxe Preserves Jar,4000,1,1,1 Caraway Root,
Pickled Black Carrots,Deluxe Preserves Jar,4000,1,1,1 Black Carrot,
Pickled Carrots,Deluxe Preserves Jar,4000,1,1,1 Orange Carrot,
Pickled Purple Carrots,Deluxe Preserves Jar,4000,1,1,1 Purple Carrot,
Pickled Red Carrots,Deluxe Preserves Jar,4000,1,1,1 Red Carrot,
Pickled White Carrots,Deluxe Preserves Jar,4000,1,1,1 White Carrot,
Pickled Yellow Carrots,Deluxe Preserves Jar,4000,1,1,1 Yellow Carrot,
Pickled Cassava Leaves,Deluxe Preserves Jar,4000,1,1,1 Cassava Leaf,
Pickled Golden Cauliflower,Deluxe Preserves Jar,4000,1,1,1 Golden Cauliflower ,
Pickled Purple Cauliflower,Deluxe Preserves Jar,4000,1,1,1 Purple Cauliflower,
Pickled Celery,Deluxe Preserves Jar,4000,1,1,1 Celery,
Pickled Chicory,Deluxe Preserves Jar,4000,1,1,1 Chicory,
Pickled Chives,Deluxe Preserves Jar,4000,1,1,1 Chives,
Pickled Blue Corn,Deluxe Preserves Jar,4000,1,1,1 Blue Corn,
Pickled Glass Gem Corn,Deluxe Preserves Jar,4000,1,1,1 Glass Gem Corn,
Pickled Red Corn,Deluxe Preserves Jar,4000,1,1,1 Red Corn,
Pickled Cucumber,Deluxe Preserves Jar,4000,1,1,1 Cucumber,
Pickled Dandelion Greens,Deluxe Preserves Jar,4000,1,1,1 Dandelion Greens,
Pickled Dandelion Root,Deluxe Preserves Jar,4000,1,1,1 Dandelion Root,
Dill Pickles,Deluxe Preserves Jar,4000,1,1,1 Dill Weed,1 Cucumber
Dill Pickles,Deluxe Preserves Jar,4000,1,1,1 Powdered Dill,1 Cucumber
Pickled Edamame,Deluxe Preserves Jar,4000,1,1,1 Edamame ,
Pickled Fennel,Deluxe Preserves Jar,4000,1,1,1 Fennel,
Pickled Fennel Greens,Deluxe Preserves Jar,4000,1,1,1 Fennel Greens,
Pickled Garbanzo Beans,Deluxe Preserves Jar,4000,1,1,1 Garbanzo Beans,
Pickled Gentian Root,Deluxe Preserves Jar,4000,1,1,1 Gentian Root,
Pickled Grape Leaves,Deluxe Preserves Jar,4000,1,1,1 Grape Leaf,
Pickled Green Leaf Lettuce,Deluxe Preserves Jar,4000,1,1,1 Green Leaf Lettuce,
Pickled Green Peas,Deluxe Preserves Jar,4000,1,1,1 Green Pea,
Pickled Peppercorns,Deluxe Preserves Jar,4000,1,1,1 Green Peppercorns,
Pickled Green Tomatoes,Deluxe Preserves Jar,4000,1,1,1 Green Tomato,
Pickled Palm Hearts,Deluxe Preserves Jar,4000,1,1,1 Hearts of Palm,
Kelp Pickles,Deluxe Preserves Jar,4000,1,1,1 Kelp,
Pickled Lentils,Deluxe Preserves Jar,4000,1,1,1 Lentils,
Pickled Lotus Root,Deluxe Preserves Jar,4000,1,1,1 Lotus Root,
Pickled Manioc,Deluxe Preserves Jar,4000,1,1,1 Manioc,
Pickled Mustard Greens,Deluxe Preserves Jar,4000,1,1,1 Mustard Greens,
Pickled Nopal,Deluxe Preserves Jar,4000,1,1,1 Nopal,
Pickled Okra,Deluxe Preserves Jar,4000,1,1,1 Okra,
Pickled Olives,Deluxe Preserves Jar,4000,1,1,1 Olive,
Pickled Black Olives,Deluxe Preserves Jar,4000,1,1,1 Black Olive,
Cocktail Olives,Deluxe Preserves Jar,4000,1,1,1 Dry Vermouth,1 Olive
Pickled Green Onions,Deluxe Preserves Jar,4000,1,1,1 Green Onion,
Pickled Red Onions,Deluxe Preserves Jar,4000,1,1,1 Red Onion,
Pickled Onions,Deluxe Preserves Jar,4000,1,1,1 White Onion,
Pickled Plantains,Deluxe Preserves Jar,4000,1,1,1 Plantain,
Pickled Blue Potatoes,Deluxe Preserves Jar,4000,1,1,1 Blue Potato,
Pickled Red Potatoes,Deluxe Preserves Jar,4000,1,1,1 Red Potato,
Pickled Rapini,Deluxe Preserves Jar,4000,1,1,1 Rapini,
Pickled Rhubarb,Deluxe Preserves Jar,4000,1,1,1 Rhubarb Stalks,
Pickled Romanesco,Deluxe Preserves Jar,4000,1,1,1 Romanesco,
Pickled Rutabaga,Deluxe Preserves Jar,4000,1,1,1 Rutabaga,
Pickled Scallions,Deluxe Preserves Jar,4000,1,1,1 Scallion,
Pickled Snow Peas,Deluxe Preserves Jar,4000,1,1,1 Snow Pea,
Pickled Soybeans,Deluxe Preserves Jar,4000,1,1,1 Soybean,
Pickled Spinach,Deluxe Preserves Jar,4000,1,1,1 Spinach,
Pickled Spruce Tips,Deluxe Preserves Jar,4000,1,1,1 Spruce Tips,
Pickled Squash,Deluxe Preserves Jar,4000,1,1,1 Squash,
Pickled Nettle Leaves,Deluxe Preserves Jar,4000,1,1,1 Stinging Nettle,
Pickled Sunchoke,Deluxe Preserves Jar,4000,1,1,1 Sunchoke,
Pickled Sweet Potato,Deluxe Preserves Jar,4000,1,1,1 Sweet Potato,
Pickled Tomatillo,Deluxe Preserves Jar,4000,1,1,1 Tomatillo ,
Pickled Turnip,Deluxe Preserves Jar,4000,1,1,1 Turnip,
Pickled Turnip Greens,Deluxe Preserves Jar,4000,1,1,1 Turnip Greens,
Pickled Wax Beans,Deluxe Preserves Jar,4000,1,1,1 Wax Bean,
Pickled Yarrow Root,Deluxe Preserves Jar,4000,1,1,1 Yarrow Root,
Pickled Zucchini,Deluxe Preserves Jar,4000,1,1,1 Zucchini,
Pickled Amaranth,Deluxe Preserves Jar,4000,1,1,1 Amaranth,
Pickled Artichoke,Deluxe Preserves Jar,4000,1,1,1 Artichoke,
Pickled Beets,Deluxe Preserves Jar,4000,1,1,1 Beet,
Pickled Bok Choy,Deluxe Preserves Jar,4000,1,1,1 Bok Choy,
Pickled Cauliflower,Deluxe Preserves Jar,4000,1,1,1 Cauliflower,
Pickled Cave Carrots,Deluxe Preserves Jar,4000,1,1,1 Cave Carrot,
Pickled Corn,Deluxe Preserves Jar,4000,1,1,1 Corn,
Pickled Eggplant,Deluxe Preserves Jar,4000,1,1,1 Eggplant,
Pickled Fiddlehead Fern,Deluxe Preserves Jar,4000,1,1,1 Fiddlehead Fern,
Pickled Garlic,Deluxe Preserves Jar,4000,1,1,1 Garlic,
Pickled Green Beans,Deluxe Preserves Jar,4000,1,1,1 Green Bean,
Pickled Hops,Deluxe Preserves Jar,4000,1,1,1 Hops,
Pickled Kale,Deluxe Preserves Jar,4000,1,1,1 Kale,
Pickled Leeks,Deluxe Preserves Jar,4000,1,1,1 Leek,
Pickled Parsnips,Deluxe Preserves Jar,4000,1,1,1 Parsnip,
Pickled Potatoes,Deluxe Preserves Jar,4000,1,1,1 Potato,
Pickled Qi Beans,Deluxe Preserves Jar,4000,1,1,1 Qi Bean,
Pickled Radish,Deluxe Preserves Jar,4000,1,1,1 Radish,
Pickled Red Cabbage,Deluxe Preserves Jar,4000,1,1,1 Red Cabbage,
Pickled Seaweed,Deluxe Preserves Jar,4000,1,1,1 Seaweed,
Pickled Snow Yams,Deluxe Preserves Jar,4000,1,1,1 Snow Yam,
Pickled Spring Onion,Deluxe Preserves Jar,4000,1,1,1 Spring Onion,
Pickled Tomato,Deluxe Preserves Jar,4000,1,1,1 Tomato,
Pickled Horseradish,Deluxe Preserves Jar,4000,1,1,1 Wild Horseradish,
Pickled Winter Roots,Deluxe Preserves Jar,4000,1,1,1 Winter Root,
Pickled Yam,Deluxe Preserves Jar,4000,1,1,1 Yam,
Preserved Amanita,Deluxe Preserves Jar,4000,1,1,1 Amanita,
Preserved Anemushrooms,Deluxe Preserves Jar,4000,1,1,1 Anemushroom,
Preserved Berserker Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Berserker Mushroom,
Preserved Stone Flower,Deluxe Preserves Jar,4000,1,1,1 Black Stone Flower,
Preserved Black Truffles,Deluxe Preserves Jar,4000,1,1,1 Black Truffle,
Preserved Blue Oyster Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Blue Oyster Mushroom,
Preserved Button Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Button Mushroom,
Preserved Cactushrooms,Deluxe Preserves Jar,4000,1,1,1 Cactushroom,
Preserved Cremini Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Cremini Mushroom,
Preserved Dryad's Saddle,Deluxe Preserves Jar,4000,1,1,1 Dryad's Saddle,
Preserved Ergot,Deluxe Preserves Jar,4000,1,1,1 Ergot,
Preserved Frost Caps,Deluxe Preserves Jar,4000,1,1,1 Frost Cap,
Preserved Gem Caps,Deluxe Preserves Jar,4000,1,1,1 Gem Cap,
Preserved Luminushrooms,Deluxe Preserves Jar,4000,1,1,1 Luminushroom,
Preserved Matsutake Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Matsutake Mushroom,
Preserved Mosshrooms,Deluxe Preserves Jar,4000,1,1,1 Mosshroom,
Preserved Portobello Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Portobello Mushroom,
Preserved Psilocybin Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Psilocybin Mushroom,
Preserved Puffball Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Puffball Mushroom,
Preserved Radioactive Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Radioactive Mushroom,
Preserved Antler Reishi,Deluxe Preserves Jar,4000,1,1,1 Red Antler Reishi,
Preserved Thunder Caps,Deluxe Preserves Jar,4000,1,1,1 Thunder Cap,
Preserved Void Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Void Mushroom,
Preserved White Truffles,Deluxe Preserves Jar,4000,1,1,1 White Truffle,
Preserved Chanterelle Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Chanterelle,
Preserved Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Common Mushroom,
Preserved Magma Caps,Deluxe Preserves Jar,4000,1,1,1 Magma Cap,
Preserved Morels,Deluxe Preserves Jar,4000,1,1,1 Morel,
Preserved Purple Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Purple Mushroom,
Preserved Red Mushrooms,Deluxe Preserves Jar,4000,1,1,1 Red Mushroom,
Preserved Truffles,Deluxe Preserves Jar,4000,1,1,1 Truffle,
Pickled Almonds,Deluxe Preserves Jar,4000,1,1,1 Almond,
Pickled Almonds,Deluxe Preserves Jar,2000,1,1,1 Crushed Almonds,
Pickled Black Walnuts,Deluxe Preserves Jar,4000,1,1,1 Black Walnut,
Pickled Black Walnuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Black Walnuts,
Pickled Brazil Nuts,Deluxe Preserves Jar,4000,1,1,1 Brazil Nut,
Pickled Brazil Nuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Brazil Nuts,
Pickled Cashews,Deluxe Preserves Jar,4000,1,1,1 Cashew,
Pickled Cashews,Deluxe Preserves Jar,2000,1,1,1 Crushed Cashews,
Pickled Chestnuts,Deluxe Preserves Jar,4000,1,1,1 Chestnut,
Pickled Chestnuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Chestnuts,
Pickled Horn Nuts,Deluxe Preserves Jar,4000,1,1,1 Leached Horn Nuts,
Pickled Horn Nuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Horn Nuts,
Pickled Macadamia Nuts,Deluxe Preserves Jar,4000,1,1,1 Macadamia Nut,
Pickled Macadamia Nuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Macadamia Nuts,
Pickled Marcona Almonds,Deluxe Preserves Jar,4000,1,1,1 Marcona Almond,
Pickled Marcona Almonds,Deluxe Preserves Jar,2000,1,1,1 Crushed Marcona Almonds,
Pickled Peanuts,Deluxe Preserves Jar,4000,1,1,1 Peanut,
Pickled Peanuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Peanuts,
Pickled Pecans,Deluxe Preserves Jar,4000,1,1,1 Pecan,
Pickled Pecans,Deluxe Preserves Jar,2000,1,1,1 Crushed Pecans,
Pickled Pine Nuts,Deluxe Preserves Jar,4000,1,1,1 Pine Nut,
Pickled Pine Nuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Pine Nuts,
Pickled Pistachios,Deluxe Preserves Jar,4000,1,1,1 Pistachio ,
Pickled Pistachios,Deluxe Preserves Jar,2000,1,1,1 Crushed Pistachios,
Pickled Sea Hearts,Deluxe Preserves Jar,4000,1,1,1 Leached Sea Hearts,
Pickled Sea Hearts,Deluxe Preserves Jar,2000,1,1,1 Crushed Sea Hearts,
Pickled Walnuts,Deluxe Preserves Jar,4000,1,1,1 Walnut,
Pickled Walnuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Walnuts,
Pickled Acorns,Deluxe Preserves Jar,4000,1,1,1 Leached Acorns,
Pickled Acorns,Deluxe Preserves Jar,2000,1,1,1 Crushed Acorns,
Pickled Hazelnuts,Deluxe Preserves Jar,4000,1,1,1 Hazelnut,
Pickled Hazelnuts,Deluxe Preserves Jar,2000,1,1,1 Crushed Hazelnuts,
Pickled Duck Eggs,Deluxe Preserves Jar,4000,1,1,1 Duck Egg,
Pickled Eggs,Deluxe Preserves Jar,4000,1,1,1 Egg,
Pickled Fish,Deluxe Preserves Jar,4000,1,1,1 Any Fish item,
Pickled Eggs,Deluxe Preserves Jar,4000,2,1,1 Large Egg,
Pickled Dinosaur Eggs,Deluxe Preserves Jar,5000,1,1,1 Dinosaur Egg,
Pickled Golden Eggs,Deluxe Preserves Jar,5000,1,1,1 Golden Egg,
Pickled Ostrich Eggs,Deluxe Preserves Jar,5000,1,1,1 Ostrich Egg,
Pickled Void Eggs,Deluxe Preserves Jar,4000,1,1,1 Void Egg,
Pickled Jungle Moss,Deluxe Preserves Jar,5000,1,1,1 Deep Jungle Moss,
Pickled Mandrake,Deluxe Preserves Jar,5000,1,1,1 Mandrake,
Malt,Deluxe Preserves Jar,1000,1,1,1 Rye,
Malt,Deluxe Preserves Jar,1000,1,1,1 Wild Barley,
Malt,Deluxe Preserves Jar,1000,1,1,1 Wild Oats,
Apple Cider Vinegar,Deluxe Preserves Jar,4000,1,1,1 Apple Cider,1 Bacteria Culture
Balsamic Vinegar,Deluxe Preserves Jar,4000,1,1,1 Grape Juice,1 Bacteria Culture
Malt Vinegar,Deluxe Preserves Jar,4000,1,1,1 Amber Ale,1 Bacteria Culture
Red Wine Vinegar,Deluxe Preserves Jar,4000,1,1,1 Red Wine,1 Bacteria Culture
White Wine Vinegar,Deluxe Preserves Jar,4000,1,1,1 White Wine,1 Bacteria Culture
Malt,Deluxe Preserves Jar,1000,1,1,1 Rice,
Malt,Deluxe Preserves Jar,1000,1,1,1 Unmilled Rice,
Malt,Deluxe Preserves Jar,1000,1,1,1 Wheat,
Pu'erh Tea Leaf,Deluxe Preserves Jar,6000,1,1,1 Black Tea Leaf,
Manioc,Deluxe Preserves Jar,4000,1,1,1 Cassava Root,1 Blanching Powder
Sour Cream,Deluxe Preserves Jar,4000,1,1,1 Cream,
Leached Horn Nuts,Deluxe Preserves Jar,4000,1,1,1 Horn Nut,1 Blanching Powder
Leached Sea Hearts,Deluxe Preserves Jar,4000,1,1,1 Sea Heart,1 Blanching Powder
Edamame ,Deluxe Preserves Jar,6000,1,1,1 Table Salt,1 Soybean
Leached Acorns,Deluxe Preserves Jar,4000,1,1,1 Acorn,1 Blanching Powder
Cocktail Cherries,Deluxe Preserves Jar,4000,1,1,1 Cherry Brandy,1 Cherry
